id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3502,Male,Loyal Customer,8,Business travel,Business,4231,3,4,3,3,5,3,4,3,5,1,1,5,5,4,2,0.0,satisfied
3503,Male,Loyal Customer,30,Business travel,Eco,2018,3,4,2,2,3,0,5,3,2,3,2,4,3,3,8,11.0,neutral or dissatisfied
3504,Male,Loyal Customer,23,Business travel,Eco,2274,2,4,4,3,2,2,2,3,3,3,4,3,3,3,28,32.0,neutral or dissatisfied
3505,Male,Loyal Customer,71,Business travel,Eco,4539,1,2,2,3,3,2,3,4,4,3,3,3,3,2,23,20.0,satisfied
3506,Female,Loyal Customer,76,Business travel,Business,332,2,4,1,2,4,5,3,4,5,3,3,0,3,3,29,17.0,neutral or dissatisfied
3507,Female,Loyal Customer,75,Business travel,Business,1546,4,3,2,2,5,4,5,3,3,5,5,2,3,1,3,3.0,satisfied
3508,Male,Loyal Customer,66,Business travel,Eco Plus,815,2,5,1,2,2,3,2,4,2,3,3,3,3,1,21,29.0,neutral or dissatisfied
3509,Male,Loyal Customer,56,Personal Travel,Eco,419,3,3,2,2,3,2,3,3,3,4,3,2,3,4,5,4.0,neutral or dissatisfied
3510,Male,Loyal Customer,18,Business travel,Eco,3667,5,5,4,3,2,4,2,3,2,3,3,3,4,5,39,39.0,neutral or dissatisfied
3511,Female,Loyal Customer,53,Business travel,Eco,1456,3,4,3,4,3,4,3,2,2,4,4,4,3,3,63,65.0,neutral or dissatisfied
3512,Male,disloyal Customer,73,Personal Travel,Business,4799,2,3,3,2,2,4,4,5,2,4,3,1,3,3,4,13.0,satisfied
3513,Male,disloyal Customer,71,Personal Travel,Eco,784,3,5,2,2,2,4,3,2,2,4,3,2,4,2,0,0.0,neutral or dissatisfied
3514,Female,Loyal Customer,33,Business travel,Business,3804,4,3,3,3,5,5,3,3,3,3,2,2,4,2,90,87.0,neutral or dissatisfied
3515,Female,Loyal Customer,54,Business travel,Eco,4498,3,4,2,3,3,3,4,2,2,4,4,1,4,2,71,60.0,neutral or dissatisfied
3516,Male,Loyal Customer,68,Business travel,Eco,2988,3,3,2,5,1,2,3,3,2,1,2,3,5,5,4,1.0,neutral or dissatisfied
3517,Male,Loyal Customer,50,Business travel,Eco,2054,4,2,3,4,3,2,3,3,4,5,2,4,5,5,1,0.0,satisfied
3518,Male,Loyal Customer,25,Personal Travel,Eco,1548,4,3,2,2,4,4,1,3,3,2,3,4,5,2,12,9.0,neutral or dissatisfied
3519,Female,Loyal Customer,65,Business travel,Business,2222,3,4,0,2,4,4,4,4,4,3,4,4,3,4,1,11.0,satisfied
3520,Male,Loyal Customer,14,Personal Travel,Eco,632,4,4,3,3,3,3,2,3,4,1,4,1,4,4,1,0.0,neutral or dissatisfied
3521,Male,disloyal Customer,61,Business travel,Business,3571,4,1,2,3,5,3,2,5,3,3,5,3,3,3,8,10.0,satisfied
3522,Male,Loyal Customer,53,Personal Travel,Business,869,1,3,2,3,4,3,2,3,3,4,4,3,3,4,1,0.0,neutral or dissatisfied
3523,Female,Loyal Customer,8,Business travel,Business,1253,3,3,5,3,5,3,4,2,3,4,3,4,4,2,121,125.0,neutral or dissatisfied
3524,Female,Loyal Customer,45,Business travel,Eco,632,3,1,4,4,3,2,3,1,2,3,2,0,3,4,14,14.0,neutral or dissatisfied
3525,Male,Loyal Customer,51,Business travel,Business,3502,4,4,4,5,4,3,3,3,2,5,3,2,4,4,7,5.0,satisfied
3526,Male,Loyal Customer,38,Business travel,Business,4291,3,5,3,4,3,5,1,3,4,3,3,5,3,2,0,10.0,satisfied
3527,Female,Loyal Customer,71,Business travel,Eco Plus,711,3,5,4,2,4,3,4,2,4,3,5,3,2,3,0,0.0,neutral or dissatisfied
3528,Female,Loyal Customer,44,Personal Travel,Eco,349,1,0,3,2,5,3,4,2,3,5,2,4,3,2,38,48.0,neutral or dissatisfied
3529,Female,Loyal Customer,17,Business travel,Business,940,2,3,3,0,4,4,3,5,3,5,3,4,4,5,0,,neutral or dissatisfied
3530,Female,Loyal Customer,16,Personal Travel,Business,370,4,2,3,3,3,4,5,3,4,3,5,3,3,4,7,14.0,satisfied
3531,Female,Loyal Customer,65,Business travel,Eco,1537,2,3,3,2,4,5,2,2,4,2,4,3,3,3,5,15.0,satisfied
3532,Female,Loyal Customer,61,Business travel,Eco,709,4,3,3,3,2,2,3,3,2,3,2,4,2,4,8,0.0,neutral or dissatisfied
3533,Female,Loyal Customer,26,Personal Travel,Business,554,4,1,4,2,5,5,4,2,3,3,5,3,2,1,25,7.0,neutral or dissatisfied
3534,Female,Loyal Customer,23,Business travel,Eco,4712,4,1,3,2,3,4,3,2,4,4,1,2,4,1,133,140.0,neutral or dissatisfied
3535,Female,Loyal Customer,74,Business travel,Eco,4160,5,3,4,1,1,2,1,4,3,1,3,2,2,5,138,138.0,neutral or dissatisfied
3536,Male,Loyal Customer,11,Business travel,Eco,4860,4,3,3,3,3,2,1,1,4,3,3,4,4,2,6,11.0,neutral or dissatisfied
3537,Male,Loyal Customer,66,Business travel,Eco Plus,1840,3,3,3,4,5,4,3,1,5,2,4,4,3,2,9,5.0,satisfied
3538,Male,disloyal Customer,29,Personal Travel,Eco,3162,4,2,1,2,4,3,2,1,4,3,2,2,3,3,60,72.0,neutral or dissatisfied
3539,Female,Loyal Customer,52,Business travel,Eco,4788,3,3,2,4,3,1,3,2,2,4,2,2,4,5,0,7.0,satisfied
3540,Male,Loyal Customer,58,Business travel,Business,4054,3,5,4,2,3,2,4,2,5,5,3,3,5,5,24,29.0,satisfied
3541,Female,Loyal Customer,16,Personal Travel,Eco,3478,4,3,4,3,4,4,4,2,3,3,3,3,2,1,8,5.0,satisfied
3542,Female,Loyal Customer,52,Business travel,Eco,2403,3,2,3,4,1,4,4,4,4,4,5,4,5,3,1,1.0,satisfied
3543,Male,disloyal Customer,34,Business travel,Business,3641,4,4,3,2,3,4,3,3,0,2,5,5,3,3,0,7.0,satisfied
3544,Female,disloyal Customer,49,Personal Travel,Eco,2472,3,3,3,3,2,0,4,3,4,0,2,2,3,4,30,30.0,neutral or dissatisfied
3545,Male,Loyal Customer,32,Business travel,Business,3924,3,4,1,3,4,3,4,4,4,5,3,5,5,2,2,3.0,satisfied
3546,Male,Loyal Customer,61,Personal Travel,Business,2495,3,4,3,3,2,2,3,5,4,4,1,2,3,4,66,60.0,neutral or dissatisfied
3547,Male,Loyal Customer,54,Business travel,Business,3884,3,2,2,4,3,4,5,3,2,3,2,4,3,3,18,18.0,satisfied
3548,Female,Loyal Customer,35,Personal Travel,Eco,1704,5,2,3,3,2,2,2,3,3,2,3,4,4,3,24,20.0,neutral or dissatisfied
3549,Male,Loyal Customer,33,Personal Travel,Eco,1588,5,2,3,2,2,4,1,3,4,3,2,2,3,3,23,16.0,neutral or dissatisfied
3550,Female,Loyal Customer,24,Business travel,Business,4190,3,2,3,3,4,4,3,2,5,1,2,2,4,5,25,37.0,satisfied
3551,Male,Loyal Customer,66,Business travel,Eco,83,3,4,4,4,2,2,3,3,3,1,3,3,3,2,1,6.0,neutral or dissatisfied
3552,Male,Loyal Customer,75,Business travel,Business,3527,4,2,3,4,4,4,4,4,4,3,2,4,3,2,6,1.0,satisfied
3553,Male,disloyal Customer,27,Personal Travel,Eco,2660,2,3,2,2,2,4,2,4,3,3,3,3,3,3,12,20.0,neutral or dissatisfied
3554,Female,Loyal Customer,30,Business travel,Eco,3871,2,3,4,4,3,4,3,2,1,3,3,4,2,2,27,15.0,satisfied
3555,Female,disloyal Customer,9,Business travel,Eco,1240,3,3,2,2,3,3,1,4,4,4,1,4,5,3,6,0.0,neutral or dissatisfied
3556,Female,Loyal Customer,68,Business travel,Eco,913,3,1,4,3,1,3,2,2,3,3,3,1,3,3,11,9.0,neutral or dissatisfied
3557,Male,Loyal Customer,8,Personal Travel,Business,2078,3,4,3,3,2,3,5,5,5,4,2,3,4,2,98,108.0,neutral or dissatisfied
3558,Male,Loyal Customer,72,Personal Travel,Eco,1282,3,5,4,2,1,4,3,3,2,1,3,4,4,2,39,46.0,neutral or dissatisfied
3559,Female,Loyal Customer,48,Business travel,Eco Plus,2255,0,3,4,3,4,5,2,3,4,3,2,2,4,4,13,4.0,neutral or dissatisfied
3560,Female,Loyal Customer,40,Business travel,Business,1461,1,1,3,1,5,3,1,3,3,2,4,2,2,3,8,8.0,satisfied
3561,Female,Loyal Customer,48,Business travel,Eco,4253,2,2,1,3,2,2,2,5,4,3,3,4,4,2,10,22.0,satisfied
3562,Female,disloyal Customer,26,Business travel,Eco Plus,2868,3,3,4,4,4,2,3,2,2,2,3,3,3,3,27,27.0,neutral or dissatisfied
3563,Female,Loyal Customer,74,Business travel,Business,2901,2,3,5,1,3,2,3,4,4,4,1,4,4,2,14,19.0,satisfied
3564,Female,Loyal Customer,51,Personal Travel,Eco,4257,5,3,3,2,3,3,1,2,3,3,3,1,2,3,3,10.0,neutral or dissatisfied
3565,Male,disloyal Customer,48,Personal Travel,Eco Plus,421,4,4,4,2,3,2,3,2,4,3,4,4,4,4,122,130.0,neutral or dissatisfied
3566,Female,Loyal Customer,53,Business travel,Eco,1441,5,2,2,1,2,2,1,5,3,2,5,2,2,3,2,4.0,satisfied
3567,Male,Loyal Customer,11,Business travel,Business,4271,4,4,3,1,4,3,4,4,1,4,4,1,2,3,10,15.0,satisfied
3568,Male,Loyal Customer,55,Business travel,Business,4696,1,3,3,5,4,4,3,4,2,3,5,3,3,2,12,27.0,satisfied
3569,Female,disloyal Customer,43,Business travel,Business,1075,2,2,1,4,2,3,4,4,1,4,4,4,4,3,0,10.0,satisfied
3570,Female,disloyal Customer,40,Business travel,Eco,436,2,4,3,4,5,3,4,4,4,1,2,4,2,2,16,14.0,neutral or dissatisfied
3571,Male,disloyal Customer,79,Business travel,Eco,265,2,3,2,3,5,3,0,3,0,3,3,3,2,2,9,3.0,neutral or dissatisfied
3572,Female,Loyal Customer,76,Business travel,Eco,1773,4,4,3,4,3,3,4,3,4,2,5,2,4,3,4,0.0,satisfied
3573,Female,disloyal Customer,24,Personal Travel,Business,2670,3,5,2,3,4,5,5,4,3,3,3,2,5,4,37,39.0,satisfied
3574,Male,Loyal Customer,25,Personal Travel,Business,1422,3,2,1,4,5,4,4,3,5,5,4,4,4,5,8,0.0,satisfied
3575,Male,Loyal Customer,46,Business travel,Eco,1771,4,4,2,5,4,3,2,2,2,2,2,3,4,2,7,2.0,neutral or dissatisfied
3576,Male,Loyal Customer,23,Business travel,Eco,1162,5,4,4,2,1,5,4,2,2,0,3,3,4,2,7,9.0,neutral or dissatisfied
3577,Female,Loyal Customer,66,Personal Travel,Eco,2137,3,5,3,3,3,3,2,2,3,3,1,2,2,1,9,18.0,neutral or dissatisfied
3578,Male,disloyal Customer,48,Personal Travel,Eco,2984,1,4,3,2,2,4,2,3,2,4,5,4,3,3,0,11.0,neutral or dissatisfied
3579,Female,disloyal Customer,78,Business travel,Eco,3275,2,5,3,3,2,4,3,3,3,3,2,4,3,2,0,0.0,neutral or dissatisfied
3580,Male,Loyal Customer,71,Business travel,Eco,4531,4,2,3,4,3,2,3,1,2,1,3,4,3,4,67,73.0,neutral or dissatisfied
3581,Male,Loyal Customer,59,Business travel,Eco,3497,3,2,5,3,2,3,4,2,4,3,3,4,1,3,17,10.0,satisfied
3582,Male,Loyal Customer,13,Business travel,Business,2460,2,2,3,1,4,4,3,4,4,2,3,3,3,2,68,75.0,neutral or dissatisfied
3583,Female,disloyal Customer,11,Business travel,Eco,96,4,3,1,4,2,4,3,2,4,4,2,2,4,3,90,94.0,neutral or dissatisfied
3584,Female,Loyal Customer,30,Business travel,Eco,403,2,5,3,2,2,2,2,3,2,2,2,3,2,3,12,23.0,neutral or dissatisfied
3585,Male,Loyal Customer,34,Business travel,Business,2150,1,5,3,3,5,3,5,1,4,4,2,3,4,5,0,14.0,satisfied
3586,Male,Loyal Customer,68,Business travel,Business,1010,1,3,2,4,3,4,4,5,2,4,4,4,5,4,7,0.0,satisfied
3587,Male,Loyal Customer,23,Business travel,Business,4634,2,3,3,3,4,2,1,4,2,4,3,3,2,2,9,6.0,satisfied
3588,Female,Loyal Customer,26,Personal Travel,Eco,4732,4,2,3,2,2,3,4,1,3,4,2,3,3,5,0,4.0,satisfied
3589,Male,disloyal Customer,9,Business travel,Business,1524,3,3,5,2,3,2,4,0,2,3,5,4,3,2,1,0.0,satisfied
3590,Female,Loyal Customer,43,Business travel,Business,4116,3,3,3,5,4,2,4,4,5,2,2,4,2,5,78,85.0,satisfied
3591,Male,Loyal Customer,21,Business travel,Eco,482,3,3,4,2,2,3,5,2,4,5,1,2,3,3,13,13.0,neutral or dissatisfied
3592,Male,Loyal Customer,57,Business travel,Business,3482,2,4,3,2,4,3,2,4,5,3,2,3,2,2,13,25.0,satisfied
3593,Male,Loyal Customer,54,Business travel,Eco,4632,2,3,4,3,4,3,3,4,2,4,3,2,1,2,10,9.0,satisfied
3594,Male,disloyal Customer,14,Business travel,Eco,1586,2,2,4,3,3,3,2,2,3,2,2,2,3,3,147,148.0,neutral or dissatisfied
3595,Male,Loyal Customer,19,Business travel,Eco,1601,2,0,3,3,2,4,2,4,3,3,4,4,5,4,4,8.0,neutral or dissatisfied
3596,Male,Loyal Customer,54,Business travel,Business,3178,3,4,3,2,3,5,5,4,3,2,1,4,2,2,23,1.0,satisfied
3597,Female,Loyal Customer,9,Business travel,Business,2524,3,3,5,3,2,3,2,4,5,3,4,4,4,3,1,5.0,satisfied
3598,Male,Loyal Customer,71,Personal Travel,Business,2267,3,3,2,3,2,2,3,5,3,4,2,4,3,2,44,37.0,satisfied
3599,Female,Loyal Customer,79,Business travel,Eco,2648,3,3,3,4,4,3,3,2,3,2,4,0,4,2,20,20.0,neutral or dissatisfied
3600,Male,Loyal Customer,37,Business travel,Eco,2873,2,2,2,2,2,4,4,1,4,4,2,3,3,2,0,0.0,satisfied
3601,Male,Loyal Customer,32,Business travel,Business,171,5,3,4,2,3,3,3,2,4,5,3,3,2,3,0,0.0,satisfied
3602,Female,Loyal Customer,62,Business travel,Eco,4842,2,3,3,4,3,3,4,3,2,3,4,2,5,3,1,0.0,satisfied
3603,Male,Loyal Customer,40,Business travel,Business,1833,3,3,3,2,3,4,5,4,5,4,2,1,4,2,13,17.0,neutral or dissatisfied
3604,Female,Loyal Customer,15,Business travel,Eco Plus,167,3,4,3,2,2,4,5,4,4,3,3,3,2,3,13,18.0,satisfied
3605,Female,Loyal Customer,68,Personal Travel,Eco Plus,1721,4,2,4,3,4,4,4,3,3,3,2,4,4,5,1,0.0,satisfied
3606,Male,Loyal Customer,19,Personal Travel,Eco,3042,2,2,1,3,2,3,4,3,3,2,4,4,3,1,7,0.0,neutral or dissatisfied
3607,Female,disloyal Customer,75,Business travel,Eco,2222,3,4,5,3,3,2,4,3,4,2,4,1,3,4,3,0.0,neutral or dissatisfied
3608,Female,disloyal Customer,47,Personal Travel,Eco,630,4,2,3,3,2,3,1,3,4,1,0,3,1,2,6,1.0,neutral or dissatisfied
3609,Male,Loyal Customer,7,Business travel,Eco,2526,1,4,2,4,2,3,3,3,2,2,3,1,1,3,3,0.0,neutral or dissatisfied
3610,Female,Loyal Customer,53,Personal Travel,Eco,2031,3,5,0,3,1,4,3,4,1,4,3,3,3,3,6,4.0,neutral or dissatisfied
3611,Male,Loyal Customer,10,Business travel,Eco Plus,2370,1,5,3,4,3,4,4,2,3,3,3,2,3,3,12,22.0,satisfied
3612,Male,Loyal Customer,69,Business travel,Eco,3917,2,4,3,3,1,1,2,2,2,3,4,4,4,3,2,0.0,satisfied
3613,Male,disloyal Customer,58,Business travel,Eco,703,3,3,3,2,3,3,3,3,2,3,3,3,1,2,2,9.0,neutral or dissatisfied
3614,Male,Loyal Customer,16,Business travel,Eco,3837,3,4,1,4,3,4,4,1,2,3,2,5,2,3,5,0.0,satisfied
3615,Female,Loyal Customer,34,Personal Travel,Eco,4876,2,3,2,3,2,0,3,3,4,3,3,3,3,2,46,41.0,neutral or dissatisfied
3616,Male,disloyal Customer,12,Personal Travel,Eco,3372,4,5,4,3,2,1,2,4,2,2,5,3,3,3,12,21.0,neutral or dissatisfied
3617,Male,disloyal Customer,33,Business travel,Business,3912,3,4,1,4,1,2,3,5,3,3,3,4,4,4,29,29.0,satisfied
3618,Female,Loyal Customer,18,Personal Travel,Business,2691,4,3,3,5,4,4,4,4,4,3,2,3,5,5,23,22.0,satisfied
3619,Male,Loyal Customer,68,Personal Travel,Business,241,5,3,3,1,3,3,4,4,5,5,2,4,3,4,69,66.0,neutral or dissatisfied
3620,Male,Loyal Customer,58,Business travel,Eco,2072,2,2,2,3,3,3,1,4,2,3,3,5,2,3,3,0.0,neutral or dissatisfied
3621,Female,Loyal Customer,54,Business travel,Business,2162,4,3,3,3,4,4,4,4,4,4,2,3,3,4,3,9.0,satisfied
3622,Female,disloyal Customer,73,Business travel,Eco Plus,3093,3,3,2,3,5,4,2,4,4,3,2,2,4,3,10,11.0,satisfied
3623,Female,disloyal Customer,52,Business travel,Eco,116,1,3,2,3,2,2,2,5,2,2,3,0,4,4,9,3.0,neutral or dissatisfied
3624,Female,Loyal Customer,21,Business travel,Eco,925,4,3,4,3,2,3,2,3,4,3,4,5,2,1,9,16.0,satisfied
3625,Female,Loyal Customer,77,Business travel,Business,2956,3,4,3,3,4,3,2,3,4,2,2,4,3,3,65,63.0,satisfied
3626,Female,disloyal Customer,42,Business travel,Eco,3426,2,3,1,3,4,5,0,4,2,2,2,3,3,3,14,24.0,neutral or dissatisfied
3627,Female,Loyal Customer,20,Business travel,Eco,4134,1,2,3,2,3,3,1,3,3,1,2,4,3,2,6,3.0,satisfied
3628,Male,Loyal Customer,9,Personal Travel,Eco,4280,2,0,2,2,1,4,3,3,2,3,3,2,4,0,5,0.0,neutral or dissatisfied
3629,Female,Loyal Customer,73,Business travel,Business,415,3,4,2,4,1,4,4,4,3,4,4,5,3,2,8,5.0,satisfied
3630,Female,Loyal Customer,25,Business travel,Eco,3177,1,3,5,5,3,4,2,2,3,3,4,3,4,4,27,35.0,satisfied
3631,Female,Loyal Customer,60,Business travel,Eco,2423,4,3,3,3,4,4,2,3,4,2,2,3,2,5,14,16.0,satisfied
3632,Male,Loyal Customer,75,Business travel,Eco,1640,2,4,2,3,4,3,3,2,3,3,3,3,3,0,20,20.0,neutral or dissatisfied
3633,Male,Loyal Customer,16,Business travel,Eco,4244,1,4,3,3,1,3,2,2,3,1,1,2,3,4,9,4.0,neutral or dissatisfied
3634,Female,Loyal Customer,39,Business travel,Eco,4326,2,4,3,3,3,5,2,4,2,1,3,2,3,3,9,37.0,neutral or dissatisfied
3635,Female,Loyal Customer,19,Business travel,Eco Plus,741,2,4,3,3,4,2,3,2,3,3,2,2,4,3,23,26.0,neutral or dissatisfied
3636,Female,Loyal Customer,57,Business travel,Eco,3819,2,4,2,2,2,2,4,3,1,4,1,3,4,2,1,13.0,satisfied
3637,Male,Loyal Customer,38,Business travel,Eco Plus,3263,1,0,2,2,3,2,2,3,4,3,4,3,4,3,39,45.0,neutral or dissatisfied
3638,Male,disloyal Customer,30,Business travel,Eco,1565,3,3,2,4,3,3,3,3,3,1,2,1,2,0,8,1.0,neutral or dissatisfied
3639,Female,Loyal Customer,41,Personal Travel,Business,2489,2,3,2,3,2,3,2,4,4,3,4,1,2,4,4,10.0,satisfied
3640,Male,Loyal Customer,76,Business travel,Business,4378,5,3,3,5,3,2,4,4,4,5,5,4,2,5,4,4.0,satisfied
3641,Female,Loyal Customer,46,Business travel,Business,2614,4,4,4,5,5,3,5,4,1,4,2,4,4,3,0,1.0,satisfied
3642,Male,Loyal Customer,60,Business travel,Business,83,5,3,5,2,4,2,4,5,3,3,3,3,4,2,4,11.0,satisfied
3643,Male,Loyal Customer,50,Personal Travel,Business,3177,4,2,4,4,2,5,4,5,5,3,3,4,3,2,6,14.0,satisfied
3644,Female,Loyal Customer,68,Business travel,Business,2928,3,4,0,3,2,5,4,4,4,4,4,1,4,3,14,5.0,satisfied
3645,Female,Loyal Customer,74,Personal Travel,Eco,106,3,3,3,3,5,5,3,3,5,3,4,4,2,1,3,1.0,neutral or dissatisfied
3646,Female,Loyal Customer,39,Personal Travel,Business,1044,3,3,5,4,3,5,3,4,3,2,3,0,2,3,12,22.0,neutral or dissatisfied
3647,Female,Loyal Customer,62,Business travel,Business,3176,4,1,3,4,3,2,2,3,3,3,3,3,3,4,11,2.0,satisfied
3648,Male,Loyal Customer,42,Business travel,Eco,151,4,5,5,2,4,3,3,4,2,4,2,4,2,2,7,10.0,neutral or dissatisfied
3649,Male,Loyal Customer,60,Business travel,Eco,3027,4,1,2,5,2,4,3,3,3,3,4,3,1,3,0,0.0,neutral or dissatisfied
3650,Male,Loyal Customer,25,Business travel,Eco Plus,2395,3,4,2,3,2,5,3,5,3,3,4,4,4,4,10,1.0,satisfied
3651,Female,Loyal Customer,49,Business travel,Eco,3977,3,4,3,1,3,4,3,2,4,5,4,3,2,2,1,0.0,satisfied
3652,Male,Loyal Customer,18,Business travel,Business,4570,3,5,3,3,3,2,4,3,5,3,3,3,3,5,0,4.0,satisfied
3653,Female,Loyal Customer,17,Business travel,Business,2491,4,2,4,5,3,4,4,3,2,4,3,5,2,4,1,0.0,satisfied
3654,Male,Loyal Customer,76,Business travel,Business,196,3,2,3,2,5,5,3,3,2,4,4,4,4,4,2,10.0,satisfied
3655,Female,Loyal Customer,18,Personal Travel,Business,2291,3,4,3,5,2,3,4,4,3,4,2,3,4,3,67,64.0,neutral or dissatisfied
3656,Female,Loyal Customer,47,Business travel,Business,3004,3,4,5,3,3,3,3,4,3,2,4,4,4,4,76,81.0,satisfied
3657,Male,Loyal Customer,31,Personal Travel,Eco Plus,2917,3,5,2,3,5,3,1,3,3,1,4,2,2,4,34,21.0,neutral or dissatisfied
3658,Female,disloyal Customer,9,Personal Travel,Business,656,4,4,5,2,0,3,3,1,3,3,2,5,5,3,4,3.0,neutral or dissatisfied
3659,Female,disloyal Customer,9,Personal Travel,Business,851,4,3,4,4,5,4,3,2,5,3,2,3,3,4,9,6.0,satisfied
3660,Male,Loyal Customer,34,Personal Travel,Business,279,3,3,3,3,4,2,2,3,4,5,3,4,4,4,64,65.0,neutral or dissatisfied
3661,Female,Loyal Customer,29,Business travel,Eco,1835,4,4,3,3,3,5,3,3,5,3,5,3,1,1,10,22.0,satisfied
3662,Female,Loyal Customer,54,Business travel,Business,259,2,1,2,3,4,3,4,5,2,2,3,0,3,5,10,14.0,satisfied
3663,Female,Loyal Customer,73,Business travel,Business,2485,2,4,3,4,3,2,4,2,4,3,4,2,3,3,2,0.0,satisfied
3664,Male,Loyal Customer,48,Business travel,Business,3403,4,4,3,3,2,3,4,2,5,3,3,2,2,2,4,0.0,satisfied
3665,Male,Loyal Customer,46,Personal Travel,Business,4828,3,2,4,0,3,4,2,2,3,2,3,4,3,4,2,0.0,satisfied
3666,Female,Loyal Customer,12,Personal Travel,Business,4853,3,3,3,2,3,2,4,3,3,3,4,0,5,3,91,103.0,neutral or dissatisfied
3667,Male,Loyal Customer,26,Business travel,Eco,2381,1,1,5,2,3,2,3,4,3,4,4,3,2,2,67,58.0,neutral or dissatisfied
3668,Female,disloyal Customer,17,Business travel,Business,3068,3,4,2,5,3,3,4,3,4,2,2,2,3,4,5,20.0,satisfied
3669,Female,Loyal Customer,33,Business travel,Eco,1682,5,3,2,4,4,2,4,3,1,4,3,3,2,3,75,62.0,neutral or dissatisfied
3670,Female,Loyal Customer,27,Business travel,Eco,1199,1,2,3,3,4,2,2,2,4,3,2,3,3,3,5,0.0,satisfied
3671,Female,disloyal Customer,19,Business travel,Eco,2294,3,2,2,3,1,4,2,1,3,3,3,3,4,3,24,38.0,neutral or dissatisfied
3672,Female,Loyal Customer,41,Business travel,Business,1991,3,3,4,1,1,4,3,3,2,3,3,4,4,1,73,85.0,satisfied
3673,Male,Loyal Customer,53,Personal Travel,Business,2981,3,4,5,3,2,4,3,4,4,3,2,4,3,4,0,0.0,satisfied
3674,Female,Loyal Customer,34,Business travel,Business,1165,3,4,3,4,2,4,1,3,5,3,3,5,5,4,9,22.0,satisfied
3675,Male,disloyal Customer,27,Personal Travel,Eco,253,2,2,3,4,4,1,4,3,3,3,4,2,2,3,20,29.0,neutral or dissatisfied
3676,Male,Loyal Customer,24,Business travel,Eco,3612,3,2,4,3,2,3,0,2,3,2,3,2,3,3,33,34.0,satisfied
3677,Female,Loyal Customer,37,Personal Travel,Business,4799,3,3,4,1,4,5,4,2,2,4,2,4,3,5,4,4.0,satisfied
3678,Female,Loyal Customer,66,Business travel,Eco,1318,2,2,5,2,3,2,1,3,2,0,3,2,4,1,4,0.0,neutral or dissatisfied
3679,Male,Loyal Customer,43,Personal Travel,Eco,3390,3,2,1,3,4,2,2,2,3,4,3,1,1,4,9,12.0,neutral or dissatisfied
3680,Male,Loyal Customer,27,Business travel,Eco,3893,3,4,5,2,2,3,3,1,1,3,3,2,1,3,0,0.0,neutral or dissatisfied
3681,Male,Loyal Customer,20,Business travel,Business,3896,1,2,3,4,2,4,5,2,3,4,1,3,2,2,4,3.0,satisfied
3682,Female,Loyal Customer,66,Business travel,Eco,4850,4,3,2,2,2,4,3,4,1,3,4,3,3,3,17,24.0,satisfied
3683,Male,disloyal Customer,29,Personal Travel,Business,2053,2,3,3,2,0,4,3,2,3,4,4,4,3,4,83,73.0,neutral or dissatisfied
3684,Female,Loyal Customer,35,Business travel,Eco,3862,4,3,3,2,1,2,3,4,4,4,2,1,1,4,5,16.0,satisfied
3685,Female,Loyal Customer,53,Business travel,Business,2324,2,3,5,2,4,4,5,4,3,4,3,2,4,3,29,33.0,satisfied
3686,Female,Loyal Customer,36,Business travel,Business,1737,4,4,2,1,4,3,5,3,4,3,2,3,4,3,3,14.0,satisfied
3687,Male,Loyal Customer,44,Business travel,Eco,492,3,4,0,2,2,3,3,4,3,2,4,1,3,3,0,0.0,neutral or dissatisfied
3688,Female,disloyal Customer,33,Personal Travel,Eco,3490,2,3,5,2,3,3,4,3,4,3,3,2,1,3,2,5.0,neutral or dissatisfied
3689,Female,Loyal Customer,21,Business travel,Business,4172,3,3,2,2,2,3,3,4,3,5,4,4,5,4,24,22.0,satisfied
3690,Female,Loyal Customer,65,Business travel,Business,1462,4,3,4,4,4,5,4,1,5,4,5,5,4,3,41,32.0,satisfied
3691,Female,Loyal Customer,9,Personal Travel,Eco,1203,3,3,4,3,3,2,1,3,2,3,3,2,4,3,11,3.0,neutral or dissatisfied
3692,Female,Loyal Customer,16,Personal Travel,Eco,4409,2,4,4,4,3,2,2,2,3,0,3,2,2,4,15,19.0,neutral or dissatisfied
3693,Male,Loyal Customer,23,Personal Travel,Eco,4092,4,3,4,5,3,4,2,2,1,1,5,3,2,4,21,16.0,neutral or dissatisfied
3694,Female,Loyal Customer,17,Business travel,Eco Plus,2323,4,2,4,1,3,5,4,4,4,3,1,4,2,2,2,8.0,satisfied
3695,Female,Loyal Customer,54,Business travel,Business,2669,2,5,3,2,2,4,3,5,2,5,2,4,3,2,9,8.0,satisfied
3696,Male,Loyal Customer,11,Business travel,Eco,1858,3,3,1,2,3,3,4,4,4,2,4,2,3,1,33,44.0,neutral or dissatisfied
3697,Female,Loyal Customer,75,Personal Travel,Eco,1209,1,4,3,2,3,2,2,4,2,3,2,4,3,2,5,0.0,neutral or dissatisfied
3698,Male,Loyal Customer,70,Business travel,Eco,724,4,4,2,3,2,4,4,2,2,2,5,2,4,5,55,52.0,neutral or dissatisfied
